"AGREEMENT_ID","BATCH_ID","BATCH_DESCRIPTION","WORK_ID","WORK_TITLE","WRITERS","RECORDING_ARTIST","RECORDING_TITLE","RIGHT_TYPE_GROUP","RIGHT_TYPE","TERRITORY_ID","TERRITORY","EXPLOITATION_LICENCE_ID","EXPLOITATION_TITLE","EXPLOITATION_ARTIST","EXPLOITATION_DESCRIPTION","EXPLOITATION_FORMAT","AV_PRODUCTION_TITLE","ROYALTY_PERIOD_START_DATE","ROYALTY_PERIOD_END_DATE","PERCENTAGE_PAID","UNIT_SUM","CREDIT_OR_DEBIT","DISTRIBUTED_AMOUNT","WHT_ADJ_RECEIVED_AMOUNT","WHT_ADJ_SOURCE_AMOUNT","DIRECT_COLLECT_FEE_TAKEN","DIRECT_COLLECTED_AMOUNT","SOURCE_NAME","GENERATED_AT_COVER_RATE","TERRITORY_ISO_ALPHA_2_CODE","CUSTOM_WORK_ID","REVENUE_SOURCE_NAME",
"AAGR88189","BCH50304","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","24-AUG-17","24-AUG-17","16.67","1","Credit",".06897242625",".07074095",".07074095","",".07074095","SUISA","N","CH","","",
"AAGR88189","BCH50304","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","04-NOV-17","04-NOV-17","16.67","1","Credit",".0591192225",".0606351",".0606351","",".0606351","SUISA","N","CH","","",
"AAGR88189","BCH50304","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","12-DEC-17","12-DEC-17","16.67","1","Credit",".0591192225",".0606351",".0606351","",".0606351","SUISA","N","CH","","",
"AAGR88189","BCH50305","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","20-JUN-17","20-JUN-17","7.19","1","Credit",".14779805625",".15158775",".15158775","",".15158775","SUISA","N","CH","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK925565","Resuscitate Me","Hansen, Mich Hedin [AIP52425]; Hector, Wayne Anthony [AIP18240]; Jeberg, Jonas [AIP13946]; Secon, Lucas [AIP90564]","","","PERF","Television Broadcast Right","TERR624","Czech Republic","","","","","","","01-JAN-18","01-FEB-18","12.5","1","Credit",".0160982082",".016511001804",".01877724","",".01877724","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK925582","One Step At A Time","Evans, Lauren K. [AIP221062]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Nevil, Robert S [AIP14444]","","","PERF","Right of Public Performance of Radio Broadcast","TERR624","Czech Republic","","","","","","","22-MAR-18","18-JUN-18","100","","Credit",".00973381554",".00998337816",".01135368","",".01135368","OSA","N","CZ","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","16-JUL-17","16-JUL-17","8.24","1","Credit",".91634794875",".93984405",".93984405","",".93984405","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","24-AUG-17","24-AUG-17","8.24","1","Credit",".97546717125","1.00047915","1.00047915","","1.00047915","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","16-NOV-17","16-NOV-17","8.24","1","Credit",".02955961125",".03031755",".03031755","",".03031755","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Television Broadcast Right","TERR745","Switzerland","","","","","","","10-DEC-17","10-DEC-17","8.24","1","Credit",".02955961125",".03031755",".03031755","",".03031755","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","29-JAN-17","29-JAN-17","12.5","1","Credit",".36456853875",".37391645",".37391645","",".37391645","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","18-FEB-17","18-FEB-17","12.5","1","Credit",".31530252",".3233872",".3233872","",".3233872","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","27-APR-17","27-APR-17","12.5","1","Credit",".02955961125",".03031755",".03031755","",".03031755","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","19-JUN-17","19-JUN-17","12.5","1","Credit",".20691727875",".21222285",".21222285","",".21222285","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","25-DEC-17","25-DEC-17","12.5","1","Credit",".23647689",".2425404",".2425404","",".2425404","SUISA","N","CH","","",
"AAGR88189","BCH50301","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Television Broadcast Right","TERR745","Switzerland","","","","","","","02-SEP-17","02-SEP-17","12.5","1","Credit",".02955961125",".03031755",".03031755","",".03031755","SUISA","N","CH","","",
"AAGR88189","BCH50303","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK578706","Left Ey3","Reece, Vanessa [AIP106017]; Jeberg, Jonas [AIP13946]; Small, Craig A [AIP144455]; Kouame, Jean Baptiste [AIP18159]; McHenry, Michael Ojike [AIP23699]; Zolot, Natassia [AIP23700]; Buendia, Ryan [AIP34818]","","","PERF","Television Broadcast Right","TERR745","Switzerland","","","","","","","06-NOV-17","06-NOV-17","10","1","Credit",".62075183625",".63666855",".63666855","",".63666855","SUISA","N","CH","","",
"AAGR88189","BCH50303","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","05-JAN-17","05-JAN-17","12.5","1","Credit",".2561832975",".2627521",".2627521","",".2627521","SUISA","N","CH","","",
"AAGR88189","BCH50303","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","26-JAN-17","26-JAN-17","12.5","1","Credit","1.3991549325","1.4350307","1.4350307","","1.4350307","SUISA","N","CH","","",
"AAGR88189","BCH50303","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","27-JAN-17","27-JAN-17","12.5","1","Credit",".748843485",".7680446",".7680446","",".7680446","SUISA","N","CH","","",
"AAGR88189","BCH50303","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","01-FEB-17","01-FEB-17","12.5","1","Credit",".50251339125",".51539835",".51539835","",".51539835","SUISA","N","CH","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK931540","Words","Fontana, Melanie Joy [AIP110590]; Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2494","Credit","1.97215365256","2.0227213188","2.0227213188","","2.0227213188","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK934402","Da Zhang Fu","Jeberg, Jonas [AIP13946]; Hansen, Mich Hedin [AIP52425]; Sigvardt, Mikkel [AIP108651]; Woodford, Nina Sofia Marie [AIP83989]; Chen, Zheng Chuan [AIP76431]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","2358","Credit",".14796602002",".1517602086",".1517602086","",".1517602086","COMPASS","N","SG","","",
"AAGR88189","ABCH51980","SGAE_2018_11_CRD20180618133114017072_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Making Available Right - Interactive","TERR736","Spain","","","","","","","01-JAN-18","31-MAR-18","8.24","163","Credit","15.74449045845","16.148195342","16.148195342","","16.148195342","SGAE","N","ES","","",
"AAGR88189","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK165675","Made In The USA","Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]","","","PERF","Radio Broadcast Right","TERR736","Spain","","","","","","","01-JUL-16","31-DEC-16","17.5","8","Credit",".31761219945",".325756102",".325756102","",".325756102","SGAE","N","ES","","",
"AAGR88189","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR736","Spain","","","","","","","01-JAN-17","30-JUN-17","11.88","447","Credit","19.28359782375","19.77804905","19.77804905","","19.77804905","SGAE","N","ES","","",
"AAGR88189","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Right of Public Performance of a Recording","TERR736","Spain","","","","","","","01-JUL-17","31-DEC-17","11.88","163","Credit","106.03710144495","108.756001482","108.756001482","","108.756001482","SGAE","N","ES","","",
"AAGR88189","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK931583","Out Run The Sun","Abney, Terence L [AIP183955]; Jeberg, Jonas [AIP13946]; Brailsford, Marcella [AIP99548]","","","PERF","Radio Broadcast Right","TERR736","Spain","","","","","","","01-JAN-17","30-JUN-17","22.5","1","Credit",".419702447311",".4304634205",".4304634205","",".4304634205","SGAE","N","ES","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK165675","Made In The USA","Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]","","","PERF","Right of Public Performance of TV Broadcast","TERR624","Czech Republic","","","","","","","22-MAR-18","18-JUN-18","50","","Credit",".004492520172",".004607716356",".00524016","",".00524016","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-FEB-18","01-MAR-18","8.23","2","Credit",".0108569565",".01113534",".01266372","",".01266372","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-FEB-18","01-MAR-18","16.66","4","Credit",".033693966792",".034557938172",".0393012","",".0393012","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-FEB-18","01-MAR-18","16.66","7","Credit",".043053460236",".044157387276",".0502182","",".0502182","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-MAR-18","01-APR-18","16.66","6","Credit",".029950221816",".030718167264",".0349344","",".0349344","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Making Available Right - Interactive","TERR624","Czech Republic","","","","","","","01-JAN-18","31-MAR-18","16.66","1","Credit",".002995013448",".00307182546",".00349344","",".00349344","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-MAR-18","01-APR-18","12.5","10","Credit",".028827080856",".029566249092",".03362436","",".03362436","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Making Available Right - Interactive","TERR624","Czech Republic","","","","","","","01-JAN-18","31-MAR-18","12.5","105","Credit",".00224628192",".002303880012",".00262008","",".00262008","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Making Available Right - Interactive","TERR624","Czech Republic","","","","","","","22-MAR-18","18-JUN-18","100","","Credit",".000374365764",".000383972724",".00043668","",".00043668","OSA","N","CZ","","",
"AAGR88189","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK925561","Cool","Davis, Radric Delantic [AIP62888]; Friedman, Scott [AIP36522]; Jaehn, Felix Kurt [AIP128701]; Jeberg, Jonas [AIP13946]; Markowitz, Richard Samuel [AIP158169]; Premnath, Micah Rayan [AIP157839]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-MAR-18","01-APR-18","6.25","129","Credit",".912732771852",".936136156104","1.06462584","","1.06462584","OSA","N","CZ","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2204","Credit","2.55687383224","2.6224348878","2.6224348878","","2.6224348878","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2231","Credit","5.96601791604","6.1189927344","6.1189927344","","6.1189927344","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2264","Credit",".69162490852",".7093585044",".7093585044","",".7093585044","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2480","Credit",".92216678918",".9458113392",".9458113392","",".9458113392","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2505","Credit",".69162490852",".7093585044",".7093585044","",".7093585044","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2040","Credit",".31125035214",".3192311304",".3192311304","",".3192311304","COMPASS","N","SG","","",
